"comment","labels"
"my manager always tell us we are doing a great job","[]"
"lots of them, some repetitive","[]"
"provide more time and attention to my questions ","[]"
"lack of someone telling me i'm doing a good job. ","[]"
"i do lots of work behind the scenes that goes unnoticed.","[]"
"the space and latitude to get things done.","[]"
"when there's something important the huddles are great but the fact that one is required every day and there just isn't anything worth the 15 - 30 minutes it takes to have the huddle that needs to be put out every day is frustrating. we're already understaffed and that time is a big hit in production some days.","[]"
"people leave the door open for anyone to speak their mind.","[]"
"richard is a great listener and he cares","[]"
"trauma informed - as much as possible","[]"
"-informative
-to the point discussion","[]"
"traing on and off the field","[]"
"well this is an interesting question.. i'm not sure how to answer this.  i guess when your not respected.  i can say i don't feel this way very often but it can and does happen.  ","[]"
"being able to work under my own plans and not feel pressured to do things in other ways that i don't feel comfortable with","[]"
"i have not requests on this topic","[]"
"i would like to see progressive match the funds that are funded by the employee into the hsa. ","[]"
"free for employees and low cost for dependents ","[]"
"they rarely happen, are informative, and finish quickly.","[]"
"longer paid maternity","[]"
"too many and some are unproductive.","[]"
"be open to more change for the better, delegate responsibilities and give direct straight forward answers no beating around the bush. ","[]"
"- not starting on time
- the appearance of not being organized
- and not being productive for the time spent
(this is for some, not all, by any means)","[]"
"have interim manager who is shared by 2 piedmont entities. have not met ","[]"
"people who cannot let go of ""this is how we've always done it"", and have a knee jerk reaction with ""no""..","[]"
"less cost and better plans with less copays. like we had before.","[]"
"they are very informative and keep us up to date on changes in the company, and new products","[]"
"our business line is often overlooked because of the other main business lines in the company. ","[]"
"up until this year i felt newark charter understood the needs of a teacher and was impressed by the amount of time teacher's were given to do the things they really need to do in order to do their job well. this year i feel newark charter has placed too great a demand on our time and in turn we as teachers are feeling a lot more stressed. ","[]"
"allow me to fully fulfill my role, rather than being marginalized.","[]"
"the medical coverage is extremely high and you have no choice but to get it when you have a family that needs care. my check is deducted by almost 500.00 every 2 weeks just in medical and taxes.","[]"
"stop telling me what to do and instead asking what we should do first.","[]"
"too long, they drag, get sidetracked to easily","[]"
"when a problem is brought forward.","[]"
"if you don't work at the main office in reston, then you're on your own.","[]"
"other people recognizing the work that i do.","[]"
"we are empowered to run our business.","[]"
"corporate red tape.  ","[]"
"they are sought out and rewarded","[]"
"my manager is always available to assist with questions and concerns ","[]"
"there's not too many of them.","[]"
"sometimes too long and unnecessary","[]"
"my managers are very attentive and willing to answer any questions i have.","[]"
"new programs are always being developed, and current employees are usually moved into the new positions to lead the programs.","[]"
"informative and fun, good food","[]"
"i feel that my immediate manager care about my well being. ","[]"
"they are good","[]"
"he answers questions directly.  he doesn't answer my questions with a question.  please understand, my supervisor today was not my supervisor.  today my supervisor is great.","[]"
"laptops and smart phone are out","[]"
"i get a chance to meet with some people i don’t see very  often ","[]"
"inclusion, i very rarely feel like i am in the dark about anything important. ","[]"
"mine allows professional judgement to be used and trusts that i know my students. ","[]"
"by building trusted relationships, you get a chance to work with others who value your ideas.","[]"
"steal  knifes ","[]"
"my manager challenges me in many ways.  he pushes me beyond my comfort zone, which lets me know i flexing a new/different muscle.  he has very high expectations as do i and we both firmly believe in personal accountability.","[]"
"thetr are not too many of them","[]"
"help me be teacher of distinction or mentor teacher. ","[]"
"a lot of times they are very routine, going through the motion because it is what they have scheduled weekly.","[]"
"better way of communicating with staff and faculty ","[]"
"positive comments from the hospice staff","[]"
"not efficient, people don't participate if they think the topic is beneath them","[]"
"the card with company funds we can use towards health care","[]"
"other peoples bias of having a preconceived notation of who i really am.  if only those people took the time to observe i could be a great asset. ","[]"
"policies that are unilaterally decided without the input of staff or going through the proper unit based council channels. ","[]"
"in-person classes or a mix of online with an instructor. technical and also library specific, like visiting other library locations (""shadowing"") to really see how days go at other locations.","[]"
"speak up freely with ideas and concerns.","[]"
"tendency to be so many that the take managers away from their role with their employees.  ","[]"
"we have way too many that aren't productive. ","[]"
"when they are too long or not focused on a primary topic ","[]"
"more in person trainings ","[]"
"time to align and work through the details from a cross-functional perspective.","[]"
"challenges me to think differently. ","[]"
"interesting and informational","[]"
"there are not many meetings-and when there are, they are run efficiently","[]"
"i am not aware of anything at this point.","[]"
"participants are of idt and the environment is conducive to open forum discussions","[]"
"reading out loud the policies i feel is a waste of time!","[]"
"there are always new problems to solve, and we're always looking for new ways to solve them.","[]"
"operations and boat have done nice things to say 'thank you'.","[]"
"add family members (not spouses or children) as beneficiaries.","[]"
"raise percentages and company retirement package to be given to employees who have stayed with company for  6 continuous years no matter when they started.","[]"
"other coworkers with negative points of view unwilling to change the culture","[]"
"encourage more outside trainings","[]"
"feel like no one is listening to us at times. ","[]"
"all ideas are taken under consideration, even the bad ones.","[]"
"too long, redundant, and not always specific to each department or subject ","[]"
"he was a lead so he knows what we go through and understands our questions.  ","[]"
"there is sometime an old way of thinking among people who have been here a while that we ""can't"" do things or they will be too hard","[]"
"volumes ; not enough staffing ","[]"
"nothing, everything is already being done.","[]"
"caring for our customers/patients and enabling them to achieve their best health","[]"
"explain things to improve on","[]"
"being informed and involved","[]"
"stop playing favorites","[]"
"when people compliment the work i do","[]"
"constantly pushing me to do better and consistently make a positive impact to my peers, coworkers, and other managers.","[]"
"i can't answer this fairly because we have been without a permanent basm for 5 months.","[]"
"none everything that i know now i taught myself.","[]"
"most of the time the y are repetitive ","[]"
"too long and never structured enough.","[]"
"not with enthusiasm, but received nicely","[]"
"cheaper rates on health.","[]"
"warm welcomes and love  ","[]"
"employees are asked to think of ways to become more efficient and save money in bank operations.","[]"
"digital, remote, not dependent on slides (conversation focused)","[]"
"in some areas it is habit (that's how we've always done it)","[]"
"many don't have a ""to do"" when you leave - need more action items","[]"
"most tend to have a specific agenda_x000D_
respectful of time - norm is to start and end on time _x000D_
materials are professional and organized_x000D_
presenters are well prepared_x000D_
if not needed, they are canceled","[]"
"escrow! without a great understanding in escrow, we would be doomed. ","[]"
"recruiting best practices, think out of the box, and her memory is better than mine!","[]"
"contributing in something good","[]"
"purpose and direction","[]"
"the medical and dental for my family.","[]"
"keep you well informed","[]"
"better health care coverage","[]"
"the advancement is sometimes prolonged and or given to not qualified people.","[]"
"inexperience, we are just beginning here in san juan","[]"
"for company rules to be the same to all empolyees","[]"
"short - sweet - not too often","[]"
"is available for questions","[]"
"managers/supervisors that can't see the bigger picture or can't seem to comprehend what you're trying to do and how you plan on doing it.","[]"
"our biggest issues often come with the biggest price-tags to fix and potentially the largest business disruption. when's a good time to move a $3 billion + organization to a new, state-of-the industry platform??","[]"
"not having the time to try a new direction or approach. ","[]"
"i do not have health care thru kwik trip, but i would if it was cheaper and covered better as a family","[]"
"with an open mind, they are always willing to answer","[]"
"to many conflicting opinions and closed minds.","[]"
"acknowledgment of a job well done ","[]"
"they're inclusive and informative","[]"
"always excepted graciously in my department","[]"
"better health benifits","[]"
"they can be drawn out and off topic","[]"
"open to them.","[]"
"definitely manager support. if a task or project is overwhelming for me, i would like my manager to help or give me guidance. ","[]"
"successful outcomes of projects/initiatives","[]"
"motivating and informative","[]"
"often, people show up late and not prepared.","[]"
"health care; 410k plan","[]"
"shortage of staff","[]"
"personnel not recognizing quality people and promoting positive relationships in a consistent manner","[]"
"informative and few","[]"
"very direct, no wasted time, and lunch is served most of the time.","[]"
"not much. been doing this a long time.","[]"
"gives me the attention and help i need when needed she takes her time in explaining all ","[]"
"technical experts are not willing or unable to share there knowledge.","[]"
"i do not currently have a manager / direct report.","[]"
"it helped me understand the people we are helping and the processes that we go trough at tactile medical.","[]"
"people give praise and are grateful for my work","[]"
"good because it keeps you touch  with what is going the company and your place of work.","[]"
"it's a nice time to touch base about things that are going on throughout all of nha as well as in my own center. it's also nice to be able to voice thoughts and opinions on various topics. ","[]"
"dependents being covered at an affordable rate. a nice ""family package"" if you will. ","[]"
"managers attitude ","[]"
"at times i feel there are too many ","[]"
"have not been in one ","[]"
"usually ego. sometimes people take the ""take charge"" core principle too far. there are some in the company who want to brute force their ideas through without considering the expertise or advice of other groups. ","[]"
"continued subsidizing of educational services.","[]"
"the staff that works here. everyone is very positive and friendly and i have made a lot of friends with good people over the year. its a very good work environment. ","[]"
"excell, newest apps, ","[]"
"being open to suggestions, and be more understanding when things are not met. things are not met as the job is unexpected and not truly able to have a set plan for a day as things tend to pop up. ","[]"
"the general attitude of the timekeepers toward the administrative staff.","[]"
"sometimes they don't accomplish the job on hand as timely as it could be accomplished. ","[]"
"he takes the effort to get to know and befriend the staff, which is an encouragement. ","[]"
"sometimes i feel as though there is a desire to keep things the way we've always done them","[]"
"better retirement plan and improved dental packages. ","[]"
"mss sales class","[]"
"they go on a little too long- and sometimes i am not even aware of the things they are talking about. there are more programs going on than i can keep track of- and i don't get enough details to follow along.","[]"
"all ideas come from the ""big wigs"".  they pretend to ask the employees their opinion, but go with their own ideas.  whereas the opinion of the employee would be more beneficial because we actually work in the field and deal with the issues on a daily basis. ","[]"
"the bai tests keep us aware of any important aspects of our job.","[]"
"time allocation ","[]"
"concise and great discussions.","[]"
"i have taken several pd classes related to math instruction through clermont county educational service center and have found them to be very valuable in informing my daily instruction.  ","[]"
"equal footing for each department.","[]"
"quality over quantity ","[]"
"people are encouraged to share openly.","[]"
"to many of them","[]"
"the coursera classes","[]"
"listened to and discussed","[]"
"yes, most of the time. i do believe there is some favoritism by upper managemenrt. ","[]"
"no one in the office knows what we do or cares
.","[]"
"we stay on task.","[]"
"organization, accouintability, 5's","[]"
"interview debriefs could be for the most part removed if people voted before then.","[]"
"focus less on operational details, and get to know my interests/career aspirations.","[]"
"late in the day","[]"
"always being informed about what is happening. ","[]"
"my time schedule","[]"
"agendas keep it on track and to-the-point, and the hosts/organizers include everyone in the discussion.","[]"
"i am able to speak up and express what issues or concerns i have. with healthy discussion we are able to determine if the idea is worth pursuing or not. ","[]"
"better and cheaper","[]"
"too soon to tell","[]"
"they are encouraged everyday!","[]"
"posted on the know","[]"
"my immediate manager is very available for any concerns or ideas.","[]"
"superiority and negative attitude towards people under them.","[]"
"better ppo healthcare options that are in line with other non-profit tmc organizations, and 403 b matching at a higher percentage.","[]"
"there is a culture of active listening.","[]"
"i feel like our department gets lost and no one really even knows what we are doing.","[]"
"when you voice an opinion and it is dismissed. ","[]"
"talking less at straight to core subject.","[]"
"veiled threats about job security.  constant reminder that we have to do better despite our excellent performance.  secrecy.","[]"
"feeling like i'm walking on pins and needles.","[]"
"like that’s gonna happen!!","[]"
"the easy process.","[]"
"not starting on time or ending on time. very one sided.","[]"
"lower biweekly premiums for employees and children","[]"
"there is always an excuse as to why we can't do something.  instead of looking into it.  ","[]"
"more relaxed with good info","[]"
"hearing too often that we can hire ""smarter"" and ""better"" does little to motivate those that have been with the company for a significant amount of time and believe they are making positive contributions in their area (because it has never been communicated to them that they are not). statements like this do little to boost morale. ","[]"
"the people i work with","[]"
"current trends in automation framework, mobile testing. ","[]"
"to the point stay in time","[]"
"lack of agendas, ","[]"
"my manager does not care about anyone but themselves. ","[]"
"by asking how things are going and offering assistance as needed","[]"
"expected to do more with fewer resources and then are chastised for delayed throughput. treated like children rather than professionals.","[]"
"it is a positive atmosphere, financially sound, and staff is supported. ","[]"
"take n ","[]"
"i am not local so i miss a lot! :( ","[]"
"nothing gets done with your request ","[]"
"i've been promoted several times over my years here.  i feel like my hard work is recognized","[]"
"they are not pertinent to my specific job","[]"
"take you out of the field too long","[]"
"my managers are always on my side doing what they can to help me succeed.","[]"
"they are very informative , and we can express our thoughts.","[]"
"addiction.  adoption","[]"
"i have only worked for saber since july 2018, so many questions remain unable to answer or "" neutral"" due to not much time to assess and respond.","[]"
"they have purpose and direcetion and a solution","[]"
"office support ","[]"
"i am constantly told that i work too much but that i'm not getting enough work done, i feel like my manager doesn't realize how much is on my plate and treats me like i'm a bad employee","[]"
"she is very understanding and kind.  i love working for her. ","[]"
"my manager is does a very good job explaining what needs to be down and gives me a timeline to complete the task","[]"
"provide guidance and advocate for their staff.","[]"
"i am service ","[]"
"accredited community collage certifications","[]"
"acknowledgement by my direct  supervisor","[]"
"they tell you what ""they"" want, and that's how it has to be. ","[]"
"provides insights about your performance that motivates","[]"
"being recognized for effort and when managers take the time to find  out how i am  doing personally","[]"
"if you ever come up with a good idea or improve something slightly you will own it completely for the the duration of your time at alkami. ","[]"
"getting off topic, going beyond stated ending time.","[]"
"don't have any suggestion.","[]"
"more personal days for social service workers if you look at other counties 1 personal day for a job that is stressful as ours is unheard of. ","[]"
"im not certain how they are encouraged ","[]"
"they are not worth the time usually; bunch of mumbo jumbo mostly","[]"
"trainings outside of the office","[]"
"helping marketers solve problems to retain or sell coverage","[]"
"everything is great","[]"
"he does as much as possible now","[]"
"pretty big waste of time usually","[]"
"shiftup, dolphin school","[]"
"ask for our opinion. ","[]"
"sometimes they appeal","[]"
"at times, we have many scheduled.","[]"
"they are encouraged by asking for feed back on different processes and procedures","[]"
"they're never a waste of time, we meet to get work done and then get back to work. ","[]"
"we are informed all the time.","[]"
"they truly care ","[]"
"too many of them and not always included in the ones i need to be but included in ones i don't ","[]"
"lower deductible & lower out of pocket max would be most valuable","[]"
"being such a big agency. ","[]"
"cfp offerings, excel classes, tuition paid for advanced degrees. ","[]"
"to offer kaiser as an option","[]"
"associates in other locations routinely are a payband higher for the same work. ","[]"
"by listening and taking action. ","[]"
"a good compliance to obey the law","[]"
"managers who think they know everything instead of using the knowledge of seasoned professionals they manage. ","[]"
"my manager always asks me to express my ideas on whats working well and whats not.","[]"
"professional in-services on a scheduled basis on various topics ","[]"
"lack of seniority (first few months here were as agency temp and saw a few other employees who i trained gain seniority on me)","[]"
"too long, too many.","[]"
"employees speak up.","[]"
"some times it seems to be a bit much, but how else will we know what is going on?","[]"
"i don’t think the manager i’m reporting to is suitable for their role to manage ","[]"
"i dislike that we can not do them via skype if we are work at home employees. ","[]"
"they are very informative and i get to visit with other employees that i know from different regions.","[]"
"not all are efficient or seemingly necessary.","[]"
"the medical coverage is very good.","[]"
"in my specific instance--i only have time to do my work. i don't have any ""down time"". i don't have the luxury of taking time off-task to think about what could make things better. i just have to keep plugging away at my present task. 

","[]"
"my on-boarding was slow, it would have been more effective if my manager had a plan for me when i got here. ","[]"
"the profit sharing program. ","[]"
"always quick, concise, and productive.","[]"
"the clique mentality and good ole’ boy mentality that separates the different generations of employee hiring groups.","[]"
"find ways to find coverage so i can be more involved in groups and activities.  ","[]"
"too repetitive
doesn't feel like the best use of our time
micromanaged
","[]"
"provide constructive criticism regarding my performance.  ","[]"
"hesitant to accept change/challenges.","[]"
"the contract political pressure","[]"
"punctuality.  we waste a lot of time waiting for people. ","[]"
"in the garage","[]"
"they are very involving ","[]"
"they're to the point.","[]"
"sometimes time is spent on things that could be better conveyed in a written form. ","[]"
"often need to have a more singular purpose.","[]"
"managment righteous stance. ","[]"
"detailed....not just being read to","[]"
"informative and focused ","[]"
"financials and being able to do everything right away ","[]"
"by encouraging and allowing me to take on new and challenging products","[]"
"saying please and thankyou goes along way","[]"
"i am allowed to express my ideas and they are welcomed instead of being put down.","[]"
"my manager, or [the whiners]","[]"
"they don't always relate to my grade level.","[]"
"very well when with the optimistic personnel at contec.  ","[]"
"commercial drivers licence, confined space, water distribution licence ","[]"
"encouriging employees to give ideas and to actually take them serious","[]"
"i know most everthing. there are times i need help from mangement ","[]"
"the difference of pace between morning and nights and the ""crews"" that work each shift","[]"
"by not acknowledging the veterans employee and giving them the credit they deserves.","[]"
"receptionists that value my advise and mentor-ship. ","[]"
"those that focus on my job/role.","[]"
"always willing and eager to answer my questions","[]"
"not being told what is going on sometimes","[]"
"general conservatism and a desire to spend member dollars wisely","[]"
"through suggestion boxes/talking with your manager.","[]"
"supportive in my efforts to branch out into different activities within the company. ","[]"
"when you suggest something it is usually brushed off without much thought","[]"
"we aren’t asked.","[]"
"retirement program/pension; pto/sick time; ability to balance work & family efficiently","[]"
"if there is a better way to do things, we try them.","[]"
"see all answers above.","[]"
"how to use d2l more efficiently","[]"
"less cost and more options","[]"
"reluctance to change","[]"
"being constantly belittled and harassed at work and at home ","[]"
"they are quick, concise, informative. i actually wish they were longer sometimes!","[]"
"too many, too often and too long","[]"
"supported me by paying for a python class at general assembly","[]"
"i would say maybe all staff should be trained in cpr in case of an emergency. ","[]"
"i like that hey go to the point","[]"
"i am always being asked if my opinion and if i had any suggestions. we are always looking at making things easier and more efficient.","[]"
"have people more involve","[]"
"clear agendas, partner participation and invitation for question and comments from staff, good location and good food.","[]"
"by encouraging me to stay informed of the latest news and rules.","[]"
"i work at least 10 hours nearly every day and only charge for 8 hours because it is impossible to fulfill my duties in 8 hours; however, i still do not complete all the tasks expected of me.  i almost never take lunches or formal breaks and work constantly.","[]"
"i don't think well when i am on the spot. i need time to think & percolate.","[]"
"i wished we could work 10/4 or 9/4.5 schedule. _x000D_
being off even 1 day a month during the weekdays can help to manage so much of personal matters which need to be done on week days. also makes the employees refresh for the working days. ","[]"
"sometimes they are too plentiful and repetitive.","[]"
"set a higher bar for me.","[]"
"the attitude of everyone involved.","[]"
"not really sure at this time.","[]"
"the same folks holding the small-town perspective.  we need to look down the road 20, 30, even 50 years, not wish that mustang will go back to being a small town of 5,000.  ","[]"
"i like the k4 math trainings","[]"
"good use of time and material is relevant","[]"
"being told of good deeds, instead of only mistakes.","[]"
"i am an online adjunct that works remotely. what can you offer/provide that isn't place-based to a physical campus?","[]"
"lots of rules and initiatives, very little modeling","[]"
"the fact that our ideas or wants go up against a board that does not even know us as people or employees and usually get shot down. ","[]"
"inclusion, how to build a meaningful professional experience (pro devo plans). ","[]"
"mediocrity.  ","[]"
"when i have a project/job that i can complete successfully with out being micromanaged along the way.  ","[]"
"they are welcomed and explored to see if it is truly the best fit for the situation.","[]"
"not letting us xepress our thoughts","[]"
"too many, too far!","[]"
"they are done even when we are too busy and make us more behind, they shouldn't be held until work is caught up","[]"
"that i’m trusted to do my job. ","[]"
"none as of now","[]"
"managers that are more worried about their bottom line and changeability than the well-being of their members. they rewars hard work with more work.","[]"
"too many of them!!","[]"
"give me the aswer when ever i ask ","[]"
"people thinking old ways","[]"
"she does the same.","[]"
"by showing documentations on how to do something instead of just telling.","[]"
"hma cant let go of old process and procedures and adapt new ones","[]"
"yes, she is always available to ask and/or help.","[]"
"nothing .. already very supportive","[]"
"they are a waste of time and we get unresolved issues","[]"
"the cchi classes are super beneficial!","[]"
"the few i attend are very helpgul.","[]"
"do not attend any","[]"
"we're usually talking about things that make a difference.  we're not trying to figure out how to make more money and get people to buy anything (with money).  ","[]"
"being positive and thanking us on a regular basis","[]"
"i really do not think that anything gets in the way.  ","[]"
"we meet on a weekly basis to discuss what's going on in my role and how he can support me.","[]"
"a lot of discussions that seems to repeat and some sound like complaints versus problem-solving.  no ","[]"
"they always take time, they almost never produce results. ","[]"
"money and ""set in our ways"" type managers","[]"
"after flooding, the support i received from the district and campus. ","[]"
"cross-training among all departments","[]"
"get rid of blue cross ""option""","[]"
"how to run slicer and open the store ","[]"
"everyone can input on situations they have in mind and resolving some at that moment.","[]"
"most people speak their minds, and different views are respected.","[]"
"answers all my questions and helps me when i am struggling ","[]"
"- challenging me with new projects

","[]"
"not being included on projects.","[]"
"the idea that this is the way that it has always been done. ","[]"
"they are open about the financial aspects, point out what we are doing well and where we could improve. ","[]"
"not having empathy. perhaps something on empathy would be good?","[]"
"knowing how to complete aspects of the job that will help me be a well rounded employee in the leasing field, knowing how to draft leases, create deposits, etc","[]"
"she is devoted to work. always ready to help and keep us updated .","[]"
"the 3% match","[]"
"always keeps me in the loop","[]"
"sometimes the mystery shop doesn't grade fairly or as they should.","[]"
"best place i ever work for the past 20years living in this country. hammer will be part of my retirement job.","[]"
"people thinking they know better than the teachers","[]"
"favoritism, clicks in the department, people not doing their jobs approriately","[]"
"better coverage in packages, lower deductibles ","[]"
"they are concise, organized and reasonable in length of time and frequency","[]"
"the ability to get products to market in a timely manner. ","[]"
"input on ideas is encouraged, and when an idea is brought forth, it is considered, and either implemented, or discussed why not, or how to make it work to be better, to be implemented, or taken parts of it.  never have i felt that my input or ideas are worthless, no matter how poor they may be. ","[]"
"i have really great managers like ben williams, chris rettig, and dj charley and i have not so great managers like brian vriesen.","[]"
"no way to answer some of this without being identified.","[]"
"sometimes feel that just lost in the background of others. ","[]"
"the fact when kids get to know me and they tell me more about their personal life","[]"
"talking to administrators from other buildings and they know who you are. ","[]"
"i have nothing to offer on this.","[]"
"being thanked and recognized. ","[]"
"offering maternity leave to all full time positions at shi. the fact that we boast that we're a female, minority owned company and there are several divisions of the company that aren't offered maternity leave is absolutely mind blowing. you are limiting the success of women and discouraging them from staying at shi by having this policy. ","[]"
"users breaking old habits","[]"
"45 day staffings allow us to step back from day-to-day case planning and explore what will be truly helpful in their lives to get the case to permanency. ","[]"
"uma caters to us on a regular. ","[]"
"good use of time   ","[]"
"they are regularly scheduled, but they are cancelled if not needed or ended early if all the action items are done. ","[]"
"improve by assisting us in task as needed 
when we are busy. obtaining extra help to help us leave at a reasonable time 
and having time for personal matters","[]"
"protection of ideas and business practices.","[]"
"too long, off subject","[]"
"the ethics class was very interesting and the trainer was very engaging.","[]"
"be more responsive to inquiries or requests for help.","[]"
"the idea that ""this is how we have always done things"" that happens a lot with large businesses. for some people, it's probably the lack of feeling like they can change things in an environment where ""things have always been done this way.""","[]"
"it infrastructure_x000D_
""this is the way we've always done it"" attitude_x000D_
people being too busy because they don't have time to implement new things or come up with ideas.","[]"
"students' attitude when i work with them.","[]"
"they are held first thing on monday morning before we even have a grasp on what is going on for the week.","[]"
"to many chiefs and not enough indians","[]"
"when a manager tells me i am doing great","[]"
"more one on one ojt.","[]"
"haven't been employed by timberland partners long enough to know of any. ","[]"
"by advocating for the teacher and the students.","[]"
"they sometimes are full of filler and get off track","[]"
"those i work for and the students","[]"
"more discuss and argue than contribute ","[]"
"now everything is good","[]"
"lots of managers who already have there way of doing something, to many people working on the same task or account.. ","[]"
"by letting me manage the accounts and being there when i have questions or need help.","[]"
"they are informative and worth my time and effort.","[]"
"feeling little or like i'm just a drop in the bucket. ","[]"
"too lengthy. don t really get to address actual issues.","[]"
"micro managing supervisors","[]"
"being thanked and acknowledged for a job well done.","[]"
"right now it is the program manager but too new to project to comment more.","[]"
"there meaningful; organized and inclusive","[]"
"lack of focus against an agenda.   ","[]"
"epic on-going trainings","[]"
"nothing ever gets solved","[]"
"giving us answers/training to understand specific questions/problems that arise during the year.","[]"
"stressful work environment","[]"
"the centralization of project services and project funding starves many areas of the franchise.  ","[]"
"there is an idea board","[]"
"they are to the point and help better plan tasks as well as week ahead.","[]"
"focussed on improving instruction through best practice and closing the achievement gap.","[]"
"if you believe in something you are encouraged to take matters into your own hands to realize it","[]"
"taken for granted.","[]"
"in spite of the bureaucracy and floundering, we fail forward.","[]"
"purposeful for the most part","[]"
"some departments are stuck in the old ways...not willing to try something new.","[]"
"more bang for my buck. very expensive. ","[]"
"waste of time and gas","[]"
"raises each year and health care","[]"
"they’re full of energy and very motivational ","[]"
"4 different medical carriers with 4 medical plans offered - so many options to accommodate everyone!","[]"
"a lot of things are done the same way they have always been done.","[]"
"sometimes not totally necessary!","[]"
"he could explain directly when there is something i could be doing better. ","[]"
"the company is reactive instead of proactive.","[]"
"my questions and concerns get answered.","[]"
"just how long they care its like a class for school.","[]"
"computer, phone, and varies supplies needed to complete visits","[]"
"in forecasting and supply chain, you'll always make mistakes. sometimes it's difficult to look past that and see the silver lining.","[]"
"working effectively with web services.","[]"
"although it's expensive, the med mutual health plan/network is better than other plans i've had in the past.","[]"
"always  something new ","[]"
"the organization has a very low turnover rate, which in many ways is good, but it leads to stagnancy in ideas. ","[]"
"out side classes ","[]"
"it’s like a big family","[]"
"they are not worth the time and mileage to come to town and are always the same time which doesn't work for all shifts to attend","[]"
"suggestions and concerns being dismissed and the “clique” mentality that currently exists.","[]"
"working and helping others","[]"
"individual departments/discomfort levels/ embracing urban legends and practices","[]"
"smile brands is always asking for the opinion of their employees and they try to implement as many of their ideas as they can.","[]"
"as topics, probably strategic planning and process improvement.","[]"
"acknowledgement of the work put in","[]"
"satisfied with what i have","[]"
"the individualized needs that are met by offering so many choices.  ","[]"
"being treated equally. spreading work evenly.","[]"
"you get to express yourself ","[]"
"the clerk of court has a positive way of delivering any news or changes.","[]"
"not enough staff help......physicians are added, but staff members remain the same.  ","[]"
"bulletin boards, signs and posters in the break room, suggestion boxes and voting","[]"
"the equity in the company.","[]"
"we constantly go over the same topics and hardly anything changes.  ","[]"
"poor attuides ","[]"
"my manager's door is always open to help me with any questions or concerns i have.  anytime i need guidance or want to discuss work issues i am always welcomed to do so.  ","[]"
"give a competitive package!","[]"
"nobody outside of the school has anything to say to the schools unless it is a new directive or general observation. there are not people encouraging the schools in what they do well day to day. ","[]"
"none, they are fantastic. ","[]"
"introduction - sick days","[]"
"others tend to be set in old ways,","[]"
"they are very informative with room for some laughs.","[]"
"the presentations are great","[]"
"can be unorganized at times","[]"
"sometimes they may take away from work","[]"
"best idea wins.","[]"
"not always fun or motivating","[]"
"corporate structure, size of firm, lack of time to try-fail-succeed on projects","[]"
"size, and the inability to maneuver as quickly as we'd like due to that size","[]"
"directionals,preshift post shifts ,","[]"
"more stock or higher bonuses.","[]"
"they don't seem to waste time. it's always right to the point, what matters, what doesn't. ","[]"
"cant say that i have any dislikes.","[]"
"i learned more from being a parent for 20 years.","[]"
"i don't know","[]"
"too many, too frequent","[]"
"to always think innovatively and to not be afraid to ask questions","[]"
"the general unwillingness to expand into new markets.","[]"
"getting generic answers to things that i am concerned with.  meaning...asking how i am doing and not really giving me a ""real answer.""    ","[]"
"too long, not a good use of time","[]"
"the serv safe class we had to take was very imformative.","[]"
"encourages us to reach to other departments and see how they operate.
allows us to get more trainings internally & externally for job improvement.","[]"
"keep us informed about the direction the cap is taking","[]"
"they are engaging encouraging and anyone can voice their opinions without being disrespected","[]"
"nada me siento bien en este ambiente de trabajo y de mis compañeros","[]"
"positive insight and overview of the ""why"" behind the ""what""","[]"
"i really can't think of anything that my manager could do to ""better"" support me.  ","[]"
"can be redundant and off topic","[]"
"larger company, things get lost in transition and that's expected.","[]"
"my manager always makes sure i have everything that i need ","[]"
"be less tense- more trusting","[]"
"i am recognized for the job that i do.","[]"
"my supervisor makes time for my concerns","[]"
"certified scrum master and certified product owner.","[]"
"encourages me to try new approaches to issues","[]"
"help us understand the reason we do thing and help us move forward in the company ","[]"
"that you know when to be formal or when one is more informal. there's clear agendas to guide you.","[]"
"the oversea trainings","[]"
"technical construction aspects","[]"
"seeing that managers care about the professional advancement of those that work for them.","[]"
"not being able to do what i do best in my current role.  i think if i were in a role more suited to me, i would excel","[]"
"the nash building principals.","[]"
"agendas
open forum to discuss ideas and challenge conventional wisdom (professionally)
no fear of political backlash","[]"
"informational about organizational changes/objectives","[]"
"provides me a chance to speak and drive direction","[]"
"i would like to see lower rates, i know that is unrealistic.","[]"
"more responsive and better knowledge of industry","[]"
"concise and to the point. ","[]"
"lower deductible on ppos","[]"
"within supervision times with treatment","[]"
"my boss and her boss are always open to ideas, suggestions and programming. i am encouraged to move my ideas beyond the idea phase and into actionable items (although i have no staff to support in these initiatives). my manager goes above and beyond to show up and support me in any way necessary.","[]"
"i would like to get a low co-payment and less deductible","[]"
"reduction in the cost of health care premiums. i have worked for another large city and our costs were 1/2 of what denver charges.","[]"
"by speaking up and presenting them to someone","[]"
"scip, preventative ","[]"
"i believe my manage has met my expectations with his assistance. i don't really have any thoughts on this questions ","[]"
"the nih (not invented here) syndrome","[]"
"funding  for  a big district.","[]"
"keeps everyone informed about what's going on around the company and helps keep the family bond that mhw gives.","[]"
"need to be better organized. ","[]"
"reading material ","[]"
"i’m told i am","[]"
"my manager is fantastic. i wouldn't change a single thing about them. ","[]"
"sometimes the material is not useful. ","[]"
